Video Title,Published Date,Views,Likes,Comments
"Google Cloud Platform Live: Fireside Chat with Urs Hölzle, Jeff Dean, and Eric Brewer",2014-03-28T23:29:48Z,22866,215,7
Google Cloud Platform Live: Seeing Inside Your Service,2014-03-28T23:18:21Z,3853,12,0
Google Cloud Platform Live: Building Cloud Powered Android Applications,2014-03-28T23:18:14Z,15909,93,19
Google Cloud Platform Live: The Power of Big Data on Google Cloud Platform,2014-03-28T23:10:25Z,10246,33,3
"Google Cloud Platform Live: Compute at Google, An Insider's View",2014-03-28T23:07:49Z,4589,14,0
Google Cloud Platform Live: Google Computing and Open Source Technologies,2014-03-28T22:57:33Z,6588,25,1
Google Cloud Platform Live: 10 Things That Make Cloud Platform a Next Gen Cloud,2014-03-28T20:14:56Z,6261,41,1
The Beauty of Scale II - App Engine and Compute Engine,2014-03-27T17:07:46Z,14146,81,3
AdSense Management API - The making of the AdSense app for iOS,2014-03-26T17:53:08Z,5770,20,2
Google Cloud Platform Live - Stage 2,2014-03-26T11:18:52Z,10819,47,4
Google Cloud Platform Live: Keynote from Urs Hölzle,2014-03-26T03:07:06Z,65798,288,16
[FR] Extension ou Application Chrome?,2014-03-25T06:00:01Z,6672,17,4
DevBytes - Google Compute Engine Core Concepts,2014-03-24T20:44:50Z,61037,255,19
Chrome Extensions vs. Apps,2014-03-24T20:00:04Z,17354,118,10
"DevBytes - Your App, At Scale with Google App Engine",2014-03-24T19:04:00Z,116672,261,11
DevBytes - File Storage in the Cloud,2014-03-24T18:25:43Z,52594,219,20
DevBytes - What is BigQuery?,2014-03-24T17:46:07Z,103578,415,13
DevBytes: Introduction to Google Cloud Endpoints,2014-03-21T14:33:46Z,33848,221,4
DevBytes - Where should I store my stuff?,2014-03-21T14:33:46Z,16992,59,3
DevBytes - Powering the next killer app with the Google Cloud Platform,2014-03-21T14:33:46Z,9818,91,4
How to display GeoJSON data with GMP,2014-03-19T03:42:02Z,118501,245,13
Apps Unscripted: Add-ons Reviewed - Panda Doc,2014-03-18T15:57:55Z,6604,16,1
Apps Unscripted: Add-ons reviewed - HelloSign Integration,2014-03-18T15:56:33Z,5842,14,0
Apps Unscripted: Add-ons Reviewed - Gliffy Integration,2014-03-18T15:51:06Z,4976,6,0
Apps Unscripted: Add-ons Reviewed - Letter Feed,2014-03-18T15:49:54Z,5192,7,4
Apps Unscripted: Add-ons Reviewed - Avery,2014-03-18T15:49:01Z,4811,0,0
[FR] Chrome Developer Mode,2014-03-18T06:00:01Z,13850,62,5
Chromebook Developer Mode,2014-03-17T16:00:06Z,38431,250,24
DevBytes - Effortless Scalability: Building a Backend for Muzei Live Wallpaper,2014-03-14T17:12:57Z,16858,207,3
"GDL Italia - Google Summer of Code, intervista ad uno studente",2014-03-11T12:49:18Z,8405,29,3
"GDL Italia - Google Summer of Code, i consigli di un mentore",2014-03-11T12:46:33Z,6242,9,2
DevArt interview with Karsten Schmidt,2014-03-10T17:03:40Z,14680,92,4
[FR] Différences entre Google Chrome et Chromium,2014-03-09T17:56:11Z,32585,254,33
Google Chrome vs. Chromium,2014-03-09T17:56:00Z,141018,731,263
[FR] Introduction aux versions (Channels) des Chromebooks,2014-03-04T12:08:32Z,8598,26,1
Discussing Chromebook Channels with François Beaufort,2014-03-04T12:08:27Z,9432,57,3
GDL Italia - YouTube API e AppScrips (parte 2),2014-03-03T13:47:42Z,6947,15,1
GDL Italia - YouTube API e AppScrips (parte 1),2014-03-03T13:47:42Z,6635,10,0
DevBytes - The Beauty of Scale with Google Cloud Platform,2014-02-28T18:22:12Z,38394,223,8
Wallet Objects API: Quick Start for Java,2014-02-28T00:14:22Z,8171,23,2
Google Summer of Code: Student Application Process,2014-02-26T22:55:24Z,32699,398,3
Google Summer of Code: Student Applications,2014-02-26T22:54:49Z,11510,47,5
"Google Summer of Code 2014, Student Application Process",2014-02-26T06:37:51Z,15616,137,9
GDL Italia - Chrome DevTools in Azione (parte 4),2014-02-25T20:22:57Z,6248,16,2
10分で始めるYouTube Analytics API,2014-02-23T00:03:46Z,13606,71,2
India Spotlight: Advice for Android Developers on best practices,2014-02-20T22:03:06Z,26755,209,9
India Spotlight: Leveraging communities to help improve your app,2014-02-20T21:56:21Z,7336,44,4
Getting started with AdMob,2014-02-20T21:54:53Z,85087,885,67
GDL en español: De datos abiertos a datos accesibles - open data y Google BigQuery,2014-02-18T23:25:50Z,9912,78,12
"GDL Weekly with Louis Gray for February 18, 2014",2014-02-18T19:13:53Z,11282,14,1
DevBytes: Google Cast SDK for Android,2014-02-13T22:16:26Z,30989,88,4
Wallet Objects: C# Quick Start,2014-02-13T21:30:37Z,10236,37,2
"BigQuery, IPython, Pandas and R for data science, starring Pearson",2014-02-13T20:18:27Z,27313,189,7
Google Maps Android API: Heatmaps library,2014-02-12T23:15:00Z,20681,102,10
Making Sense of The Graph Episode 1: Freebase RDF Data Dumps The Easy Way with SindiceTech,2014-02-12T18:04:35Z,15356,76,1
YouTube Developers Live: Understanding Quota in v3,2014-02-12T18:04:08Z,105372,149,61
Google Drive: Asus Anywhere,2014-02-12T02:16:28Z,10495,22,4
Google Drive: Asus Padfone,2014-02-12T01:32:24Z,6268,10,0
Google Drive: Asus WiFi Go,2014-02-12T01:31:11Z,8364,14,3
"GDL Weekly with Louis Gray for February 10, 2014",2014-02-10T17:10:43Z,10920,20,3
El Developer Bus mostrando todo el talento e innovación desde el Googleplex,2014-02-07T16:28:45Z,7577,33,3
"Google Maps Live: New features in the Google Maps SDK for iOS, v. 1.7",2014-02-06T21:57:38Z,13357,37,11
Behind the Code: Using the Data Layer,2014-02-06T18:56:42Z,12152,72,1
Women Techmakers presenta a las ganadoras del Developer Bus 2013,2014-02-06T17:46:19Z,7839,34,8
Go for Pythonistas,2014-02-06T17:00:12Z,13294,107,14
dotJS 2013   Interview of Nicolas Geoffray by Alexis Moussine Pouchkine 1,2014-02-06T16:20:57Z,4967,9,0
dotJS 2013 Interview of Addy Osmani by Alexis Moussine Pouchkine,2014-02-06T16:20:32Z,5170,20,0
Google Summer of Code: Organization Applications,2014-02-06T07:34:22Z,7621,36,2
DevBytes: Overview for Google Cast Receivers,2014-02-05T18:00:47Z,38469,88,11
DevBytes: Google Cast for Chrome,2014-02-05T18:00:12Z,27958,46,6
YouTube Developers Live: Subscribing to a Channel in v3,2014-02-05T17:40:38Z,18095,74,9
DevArt - Varvara & Mar,2014-02-05T14:03:57Z,33053,168,5
DevArt - Karsten Schmidt,2014-02-05T14:03:19Z,27196,259,8
DevArt - Zach Lieberman,2014-02-05T14:02:55Z,109523,820,8
DevArt - Art Made with Code: Global Competition Trailer,2014-02-05T14:02:30Z,183535,1014,71
Optimizing WebGL Applications with Don Olmstead,2014-02-05T06:34:11Z,8678,79,5
Introduction to WebGL with Tony Parisi,2014-02-05T06:34:11Z,55510,521,19
WebGL and real-time web communication with Victor Sand and Peter Moskovits,2014-02-05T06:34:11Z,2231,22,0
All about WebGL at SFHTML5 - Panel QA,2014-02-05T06:34:11Z,1991,8,0
Finding (and Making) your Happy Place with Isaac Cohen,2014-02-05T06:34:11Z,5372,50,8
What is App Engine?,2014-02-04T05:35:58Z,124247,706,20
#GrowWithGoogle,2014-02-04T00:38:23Z,10267,80,9
"GDL Weekly with Louis Gray for February 3, 2014",2014-02-03T18:23:11Z,3850,9,2
Todo la experiencia del Developer Bus en el Googleplex (Spanish),2014-01-31T21:30:02Z,8288,57,2
GDL Italia - Chrome DevTools in Azione (parte 3),2014-01-31T14:10:48Z,5115,20,0
GDL Presents: Women Techmakers with Karen Sandler & Marina Zhurakhinskaya,2014-01-31T00:51:13Z,5725,14,1
GDL Presents: Women Techmakers with Ashley Gavin,2014-01-31T00:35:38Z,13631,129,20
GDG Silicon Valley: Dart Power Tools with Brad Rydzewski & Matt Norris,2014-01-30T21:22:11Z,13164,44,5
Orbitz Google Wallet Integration - Part 2,2014-01-30T00:31:01Z,13307,12,4
Orbitz Google Wallet Integration - Part 1,2014-01-29T23:17:39Z,8302,17,2
Match Point te cuenta el proyecto desde el Googleplex (spanish),2014-01-29T21:30:47Z,4674,14,1
HotStreet te cuenta el proyecto desde el Googleplex (spanish),2014-01-29T21:30:47Z,5546,14,2
Power Up fala sobre o projeto no Googleplex (portuguese),2014-01-29T21:30:47Z,5009,14,1
Commercial View te cuenta el proyecto desde el Googleplex (spanish),2014-01-29T21:30:47Z,4663,15,2
Toda la adrenalina del Developer Bus en el Googleplex (Spanish),2014-01-29T17:56:33Z,3630,10,3
Getting a channel's uploads in YouTube Data API v3,2014-01-29T17:53:13Z,61292,442,78
[JP 日本語] Introduction of Google Apps Script best use case by Atusi Nakamura,2014-01-29T05:58:05Z,5986,11,0
[JP 日本語] Introduction of Google Apps Script Community by Keisuke Oohashi,2014-01-29T05:57:50Z,6473,13,0
"GDL Weekly with Louis Gray for January 28, 2014",2014-01-28T05:41:57Z,9451,11,1
Mini-Games for Glass,2014-01-24T17:19:25Z,675161,1021,246
"Cloud.open(""Initial Experiment Q&A"")",2014-01-22T19:50:07Z,6801,18,6
YouTube Developers Live: YouTube Direct Lite for iOS,2014-01-22T17:30:01Z,33626,152,16
GDLItalia - Introduzione a Polymer,2014-01-22T12:32:00Z,6510,25,2
Google Developers Live: Meet the kids of DIY.org,2014-01-22T02:32:12Z,16471,76,19
Open Source Googlers: Jeremy Allison,2014-01-21T21:58:40Z,7578,29,2
Intro to Google Mobile Ads in Play Services,2014-01-21T19:14:45Z,17160,38,4
"GDL Weekly with Louis Gray for January 21, 2014",2014-01-21T16:53:58Z,8689,9,1
Maps Live: Getting Started with Markers on Android,2014-01-20T11:24:41Z,116768,260,11
Maps Live: Animated Ground Overlays and Weather with Google Maps SDK for iOS,2014-01-20T10:51:12Z,12818,30,5
Maps Live: Place Autocomplete in the Google Maps JavaScript API,2014-01-20T06:32:03Z,170958,404,35
Maps Live: Map Padding in the Google Maps Android API v2,2014-01-17T13:06:21Z,53229,82,7
GDH Google Drive - Introducción - L5,2014-01-16T17:54:17Z,10068,65,21
Hello Endpoints on Android from Scratch,2014-01-15T19:17:56Z,19643,71,15
YouTube Developers Live: Registering for Read-only v3 Access,2014-01-15T17:37:32Z,35225,85,11
GDH Google Drive - Introducción - L4,2014-01-15T17:22:36Z,9505,42,14
root access Berlin #5: SnapEngage on App Engine cost optimizations,2014-01-13T21:42:01Z,5177,12,2
GDH Google Drive - Introducción - L3,2014-01-13T17:49:49Z,14034,76,14
Blink Update,2014-01-10T22:57:29Z,9099,70,6
Chrome Developers Live: Chrome WebView on Kit-Kat debugging,2014-01-09T18:35:24Z,37573,188,12
GDH Google Drive - Introducción - L2,2014-01-09T17:53:02Z,16744,91,26
GDG Silicon Valley: Android Developer Tools Essentials - with Mike Wolfson,2014-01-09T05:42:25Z,15132,47,3
Google+ Sign-In: Interactive Posts,2014-01-08T19:41:19Z,15193,43,2
Google+ Sign-In: Deep Linking,2014-01-08T19:41:00Z,11685,33,4
Google+ Sign-In: Cross-Device Sign On,2014-01-08T19:40:47Z,13070,33,3
GDH Google Drive - Introducción - L1,2014-01-08T17:41:09Z,28142,332,41
YouTube Developers Live: Stupeflix,2014-01-08T17:39:18Z,7663,21,3
Freebase Knowledge Maps,2014-01-07T23:45:35Z,14963,61,6
What's New in Enterprise Maps Q-1 14,2014-01-07T18:23:21Z,11516,7,1
Google Wallet Objects API: PHP Quickstart,2014-01-02T17:37:03Z,15899,76,3
Google Maps API: Snazzy Maps,2013-12-20T23:24:27Z,51626,294,12
How to enable billing for Google Cloud Platform projects,2013-12-20T22:58:46Z,94020,102,7
Paris Startup Café 2013 (FR),2013-12-20T19:52:07Z,8870,24,1
"root access: Data driven Entrepreneurship, by Bridgette Beam",2013-12-20T19:39:08Z,12377,41,2
root access: Three startups acquired by web giants,2013-12-20T19:17:54Z,9868,19,1
Getting Started with the Google Maps Javascript API Part 4,2013-12-20T17:02:54Z,22477,62,5
Getting Started with the Google Maps Javascript API Part 3,2013-12-20T16:08:43Z,23486,40,6
Getting Started with the Google Maps Javascript API Part 2,2013-12-20T16:00:26Z,28968,55,5
Getting Started with the Google Maps JavaScript API Part 1,2013-12-20T15:58:02Z,54965,179,12
Getting Started with App Engine,2013-12-19T18:35:10Z,111216,515,21
December: Google Analytics Developer Update,2013-12-19T18:00:53Z,8735,18,3
GDL Italia - Android User eXperience (parte 2),2013-12-19T15:33:47Z,4373,16,0
GDL Italia - Android User eXperience (parte 1),2013-12-19T14:29:50Z,8714,32,5
"GDL Weekly with Louis Gray for December 18th, 2013",2013-12-18T17:38:45Z,17985,19,2
YouTube Developers Live: GDE Interview with Tim Wintle,2013-12-18T16:48:57Z,6957,11,1
Importing data into Google Maps Engine,2013-12-18T08:21:34Z,29267,55,2
Introduction to Google Drive API,2013-12-17T18:58:11Z,79996,252,13
Going Under the Hood: A Journey Through Middle-earth,2013-12-17T18:42:14Z,18109,71,7
GDL Italia - Chrome DevTools in azione! (parte 2),2013-12-16T17:47:12Z,8186,130,3
GDL Italia - Google Compute Engine e Load Balancer,2013-12-14T02:03:00Z,20070,26,2
Computer Science Education Week: Limor Fried of Adafruit,2013-12-13T18:32:31Z,19562,106,9
YouTube Developers Live: GDE Interview with Matias Molinas,2013-12-12T18:43:35Z,9711,21,2
Computer Science Education Week: Girls Who Code,2013-12-12T17:44:35Z,12858,98,3
Getting started guide to the AdSense Management API (v1.4),2013-12-12T11:27:33Z,26537,37,1
Google+ Sign-In: Incremental Auth,2013-12-11T19:06:17Z,22642,72,6
YouTube Developers Live: Live Game Streaming with XSplit,2013-12-11T18:00:04Z,9932,10,4
GDL Italia - Cloud Endpoints su Google App Engine con Python,2013-12-11T15:43:14Z,5551,7,1
GDL Italia - Applicazioni Java su Google App Engine,2013-12-11T15:42:11Z,5772,17,1
"Computer Science Education Week: Hadi Partovi, Founder of Code.org",2013-12-10T18:06:21Z,12389,43,4
Computer Science Education Week Fresno HS GDG,2013-12-09T23:16:29Z,16442,155,5
"GDL Weekly with Louis Gray for December 9, 2013",2013-12-09T17:09:25Z,7205,8,0
GDL Italia - Applicazioni PHP su Google App Engine,2013-12-09T16:49:37Z,7450,11,1
Chrome Dev Summit 2013 - Optimizing your Workflow for a Cross-device World (Matt Gaunt),2013-12-07T19:48:10Z,22718,74,4
GDL Italia - Google Plus Analytics con Google Cloud Platform,2013-12-06T15:54:18Z,5621,4,1
YouTube Developers Live: GDE Interview with Jarom McDonald,2013-12-05T22:22:51Z,14545,13,1
Google Wallet Objects API  Ruby Quickstart,2013-12-05T18:04:10Z,8195,5,0
Behind the Code: Upgrading to Universal Analytics,2013-12-05T18:00:53Z,13860,31,7
Keynote - Chrome Dev Summit 2013 (Linus Upson),2013-12-05T04:51:04Z,16238,44,3
Blink: Behind the scenes - Chrome Dev Summit 2013 (Greg Simon and Eric Seidel),2013-12-05T04:51:04Z,16022,38,2
Chrome Leadership Panel Q&A - Chrome Dev Summit 2013,2013-12-05T04:51:04Z,4883,15,1
#perfmatters: Tooling techniques for the performance ninja - Chrome Dev Summit 2013 (Colt McAnlis),2013-12-05T04:51:04Z,6924,55,0
Build mobile apps with Chrome WebView - Chrome Dev Summit 2013 (Matt Gaunt),2013-12-05T04:51:04Z,14714,49,2
Polymer - Chrome Dev Summit 2013 (Eric Bidelman),2013-12-05T04:51:04Z,39224,130,7
Multi-device accessibility - Chrome Dev Summit 2013 (Alice Boxhall),2013-12-05T04:51:04Z,18871,35,2
"Dart for the modern web developer - Chrome Dev Summit 2013 (Seth Ladd, Kasper Lund)",2013-12-05T04:51:04Z,26452,141,4
#perfmatters: Optimizing network performance - Chrome Dev Summit 2013 (Ilya Grigorik),2013-12-05T04:51:04Z,4674,27,0
#perfmatters: Instant mobile web apps - Chrome Dev Summit 2013 (Bryan McQuade),2013-12-05T04:51:04Z,83772,344,14
#perfmatters: 60fps layout and rendering - Chrome Dev Summit 2013 (Tom Wiltzius and Nat Duca),2013-12-05T04:51:04Z,10135,80,2
Network connectivity: optional - Chrome Dev Summit 2013 (Jake Archibald),2013-12-05T04:51:04Z,5410,60,1
"Develop Chrome Apps on desktop/mobile, distribute and profit - Chrome Dev Summit 2013 (Joe Marini)",2013-12-05T04:51:04Z,26917,89,4
"Portable Native Client - Chrome Dev Summit 2013 (Molly Mackinlay, David Sehr)",2013-12-05T04:51:04Z,14983,13,1
"Media APIs for the multi-platform web - Chrome Dev Summit 2013 (Sam Dutton, Jan Linden)",2013-12-05T04:51:04Z,18167,31,3
Got SSL? - Chrome Dev Summit 2013 (Parisa Tabriz),2013-12-05T04:51:04Z,26073,89,5
Best UX patterns for mobile web apps - Chrome Dev Summit 2013 (Paul Kinlan),2013-12-04T17:49:22Z,15464,62,2
Emulation in Chrome DevTools,2013-12-03T17:23:52Z,87591,235,19
Screencast with Chrome DevTools for Mobile,2013-12-03T17:23:48Z,138726,352,15
DevTools for Mobile - Chrome Dev Summit 2013 (Paul Irish),2013-12-03T17:23:43Z,29735,254,13
Google Compute Engine General Availability Announcement,2013-12-03T04:55:23Z,61914,195,8
Google Compute Engine - Ten Minute Test Drive: Set Up your own Web Server,2013-12-03T04:54:02Z,71878,283,24
GDL Italia - HTML5 Custom Elements,2013-12-02T11:14:44Z,12573,20,4
Map Padding with the Google Maps SDK for iOS,2013-12-02T11:08:21Z,13080,25,3
Root Access: Pricing for startups,2013-12-02T06:44:03Z,17239,115,3
What In The World: The Google Maps Engine ArcGIS Connector is open source!,2013-11-27T18:53:56Z,29770,78,11
Google Apps Unscripted - November 2013,2013-11-26T17:28:18Z,30750,65,7
GDL Italia - Chrome DevTools in Azione! (parte 1),2013-11-26T11:26:34Z,14338,28,3
"GDL Weekly with Louis Gray for November 25, 2013",2013-11-25T17:25:13Z,6081,16,0
YouTube Developers Live: Keeping up to date with the Java client library,2013-11-20T16:51:29Z,2776,18,1
"AngularJS, one year later interview at Devoxx 2013 with Igor Minar and Misko Hevery",2013-11-19T21:42:29Z,6685,35,1
Cloud APIs and App Engine interview with Ludo Champenois at Devoxx 2013,2013-11-19T20:19:48Z,2211,2,0
What's new in Android 4.4 KitKat interview with Romain Guy and Chet Haase at Devoxx 2013,2013-11-19T20:10:29Z,7614,39,7
Android Design interview with Nick Butcher at Devoxx 2013,2013-11-19T20:02:19Z,4468,26,0
Image processing on Android interview with Nicolas Roard at Devoxx 2013,2013-11-19T19:58:24Z,3349,17,0
Testing JavaScript interview at Devoxx 2013 with Brian Ford,2013-11-19T19:57:39Z,2146,12,0
Web Media APIs interview with Sam Dutton at Devoxx 2013,2013-11-19T19:49:20Z,3392,3,0
Google Play Game Services interview with Dan Galpin; Devoxx 2013,2013-11-19T19:48:39Z,2184,17,4
Glass Development Kit Sneak Peek,2013-11-19T19:07:20Z,120651,462,32
Google Drive Integration with Gmail Attachments,2013-11-19T18:55:58Z,3116,21,1
Identity: Leaked Passwords and You,2013-11-19T18:01:43Z,1117,16,0
DevTools protip: Incrementing CSS values under-the-cursor,2013-11-19T16:52:25Z,6253,34,3
"GDL Weekly with Louis Gray for November 18, 2013",2013-11-18T01:16:13Z,2495,10,2
"La gran final del Developer Bus en Colombia, la innovación desde las tecnologías Google (spanish)",2013-11-16T23:38:50Z,3424,23,0
"G+ y YouTube API, demostrando la interacción social para tu desarrollo (spanish)",2013-11-16T18:04:22Z,2830,17,0
"Google Maps, Prediction API y Cloud Storage, el próximo nivel del desarrollo (spanish)",2013-11-16T16:06:18Z,2260,15,0
Bigquery enfocando el análisis masivo de datos y la presentación de prototipos (spanish),2013-11-16T00:34:24Z,3104,11,0
Dart 1.0 interview with Lars Bak and Kasper Lund at Devoxx 2013,2013-11-16T00:28:19Z,11213,95,23
TimesOpen: Live Performance Analysis,2013-11-15T23:27:24Z,3255,26,2
TimesOpen: Web Performance at the New York Times,2013-11-15T22:50:51Z,10005,82,1
TimesOpen: Performant Mobile Web UI,2013-11-15T22:48:09Z,3141,17,0
TimesOpen: Your Browser is Talking Behind Your Back,2013-11-15T22:35:43Z,4341,29,3
Compute Engine desde la nube y la utilidad DevTools en la experiencia de desarrollo (spanish),2013-11-15T21:06:57Z,731,6,0
Chrome Apps @Devoxx,2013-11-15T20:21:53Z,2159,11,1
"Wallet Objects Concepts: Templates, Classes and Objects",2013-11-15T18:37:27Z,2761,10,1
"App Engine, activando la plataforma de nube desde el backend (spanish)",2013-11-15T16:08:44Z,1490,11,1
Native Code on the web: Portable Native Client,2013-11-15T00:37:54Z,122585,272,36
"Consultando el experto del Bus, El análisis de la interfaz de usuario (spanish)",2013-11-15T00:05:59Z,1304,5,0
"Android, Chrome, Hangouts desarrollo y diseño, explorando el frontend (spanish)",2013-11-14T21:07:52Z,1140,15,0
"Google Apis, descubriendo innovación en las ideas de desarrollo (spanish)",2013-11-14T18:01:52Z,1158,12,0
Google Developers Hackademy: Intro al Android SDK - Lección 4 (Spanish),2013-11-14T16:56:37Z,3376,27,2
El Developer Bus y el color del desarrollo en Colombia (spanish),2013-11-14T16:06:24Z,3152,19,1
YouTube Developers Live: Tips and tricks for working with OAuth with the Java API,2013-11-13T18:10:24Z,14435,64,5
Google Developers Hackademy: Intro al Android SDK - Lección 3 (Spanish),2013-11-13T16:34:46Z,4704,42,5
Mapping Big Data with Google's Cloud Platform,2013-11-13T11:26:35Z,5567,44,1
Developer Bus 2013 - Friends - David Cifuentes (spanish),2013-11-12T23:39:28Z,992,13,0
Google Developers Hackademy: Intro al Android SDK - Lección 2 (Spanish),2013-11-12T23:38:21Z,8445,84,2
"GDL Weekly with Louis Gray for November 11, 2013",2013-11-11T20:41:32Z,1236,11,2
Google Developers Hackademy: Intro al Android SDK - Lección 1 (Spanish),2013-11-11T18:39:40Z,14272,191,14
Quick Walkthrough of a Google Compute Engine API Sample for Android,2013-11-11T17:44:48Z,2764,23,0
Root Access: Should I take my startup to an accelerator?,2013-11-11T17:28:13Z,10957,162,9
"La gran final del Developer Bus en México, innovación sin fronteras (spanish)",2013-11-10T00:49:14Z,2967,28,0
YouTube API y todo el potencial multimedia para tu desarrollo (spanish),2013-11-09T20:57:03Z,1103,10,0
"Google Maps y Prediction API, un enfoque de desarrollo innovador (spanish)",2013-11-09T18:06:58Z,1731,12,0
What In The World: Google Maps Engine QGIS Connector is open source!,2013-11-09T16:42:12Z,11588,56,6
Bigquery enfocando el análisis masivo de datos y la presentación de prototipos (spanish),2013-11-09T02:07:40Z,1742,18,0
Google Drive tu bolsa colaborativa en la nube y la utilidad DevTools para el desarrollo (spanish),2013-11-08T23:33:31Z,1148,14,0
Building modern apps with Polymer & Web Components,2013-11-08T19:01:31Z,65051,489,22
Whats new in Mobile HTML,2013-11-08T19:01:09Z,5985,56,4
Building great games with HTML5 and NaCl,2013-11-08T18:59:34Z,5556,64,3
Using DevTools to improve your Mobile Workflow,2013-11-08T18:59:11Z,9153,107,8
Rendering without the lumpy bits,2013-11-08T18:58:53Z,2257,46,3
An introduction to Dart,2013-11-08T18:58:32Z,26900,291,22
"Chrome Apps: desktop today, mobile tomorrow",2013-11-08T18:57:44Z,22994,70,3
Building fast mobile sites with PageSpeed Insights,2013-11-08T18:57:21Z,4835,28,1
Root Access: How big does your idea have to be? Can you run a startup in a 3rd world country?,2013-11-08T06:23:45Z,308,4,0
"Root Access: Adding value vs getting paid, with Misha Leybovich from Meograph",2013-11-08T06:22:14Z,1149,11,0
"Root Access: Breaking the startup rules, with Jay Simons from Atlassian",2013-11-08T06:21:22Z,786,2,1
"Root Access: Competing against open-source and premium software, with Jay Simons from Atlassian",2013-11-08T06:20:17Z,772,5,0
"Root Access: Dealing with acquisition offers, with Ryan Damico from Crocodoc",2013-11-08T06:19:04Z,170,1,0
"Root Access: Pivoting until you succeed, with Ryan Damico from Crocodoc",2013-11-08T06:17:28Z,338,2,0
"Preguntale al experto del Bus, explorando la interfaz de usuario (spanish)",2013-11-08T02:05:19Z,2203,10,0
"El diseño del frontend, las mejores prácticas para tu aplicación (spanish)",2013-11-07T23:05:28Z,2965,21,1
Google Apis y todo el potencial de la innovación en las ideas de desarrollo (spanish),2013-11-07T20:36:02Z,1023,17,0
El Developer Bus y la adrenalina del desarrollo en México (spanish),2013-11-07T18:04:28Z,1571,25,1
November: Google Analytics Developer Update,2013-11-07T18:01:47Z,1287,6,1
Google Cloud Tour   Paris Keynote (French),2013-11-06T23:29:45Z,2183,21,5
YouTube Developers Live: Tips and tricks for rapid iteration with the Player API,2013-11-06T18:09:32Z,2638,20,6
Ludo Champenois - Google App Engine (French),2013-11-06T17:14:39Z,4523,20,1
Developer Bus 2013 - Friends - Ana Lucia Lenis (spanish),2013-11-06T15:12:56Z,1006,6,4
Developer Bus 2013 - Friends - René Rojas (spanish),2013-11-06T15:10:44Z,354,3,0
Developer Bus 2013 - Friends - Alan Colmenares (spanish),2013-11-06T00:22:20Z,716,13,1
Developer Bus 2013 - Flavio Logullo - Webgoal (Portuguese),2013-11-04T20:00:19Z,790,11,2
Developer Bus 2013 - Yara Senger - Globalcode (Portuguese),2013-11-04T18:33:39Z,1334,15,4
Developer Bus 2013 - Alê Borba - iMasters e PHP-SP (Portuguese),2013-11-04T17:48:42Z,1163,14,1
"GDL Weekly with Louis Gray for November 4, 2013",2013-11-04T17:33:38Z,1072,10,1
Developer Bus 2013 - Sérgio - frontin sampa (Portuguese),2013-11-04T17:20:06Z,797,9,4
Developer Bus 2013 - Alan Leite - CEO Startup Farm (Portuguese),2013-11-04T17:04:54Z,681,9,0
Developer Bus 2013 - Convite do Bruno Souza - SOUJava (Portuguese),2013-11-04T16:10:54Z,775,10,0
DevFest Istanbul YouTube APIs Live Stream,2013-11-02T10:08:10Z,2332,17,2
Introducción a Google Apps Script - Lección 5 final (Spanish),2013-11-01T18:45:07Z,23096,262,12
Developer Bus 2013 - Friends - Enrique Valladares (spanish),2013-11-01T17:50:06Z,593,11,1
Developer Bus 2013 - Friends - Eduardo Arturo (spanish),2013-11-01T17:48:40Z,1982,9,0
Introducción a Google Apps Script - Lección 4 (Spanish),2013-10-31T18:42:40Z,46269,476,36
DevFest Overview,2013-10-31T18:06:55Z,1092,19,1
Wallet Objects API - Java Quick Start,2013-10-31T16:01:25Z,4077,21,1
Developer Bus Mexico 2013 - Friends - Lina Gabriela (spanish),2013-10-30T22:10:44Z,1761,15,6
What In The World: What's new in Google Earth Enterprise 5.0,2013-10-30T21:40:45Z,3534,20,0
Root Access: What do investors look for in a founding team?,2013-10-30T19:17:14Z,4023,50,4
Introducción a Google Apps Script - Lección 3 (Spanish),2013-10-30T18:24:27Z,48247,466,33
YouTube Developers Live: Resumable uploads,2013-10-30T17:21:54Z,14160,58,9
Introducción a Google Apps Script - Lección 2 (Spanish),2013-10-29T20:37:15Z,93958,1132,58
Root Access: Timing and Market Conditions,2013-10-29T16:05:11Z,2695,34,2
Developer Bus Mexico 2013 - Friends - Clorinda Romo  (spanish),2013-10-28T20:11:02Z,2152,16,3
Developer Bus Mexico 2013 - Friends - Federico Antoni (spanish),2013-10-28T20:09:11Z,874,8,1
Introducción a Google Apps Script - Lección 1,2013-10-28T19:57:52Z,194167,2869,84
GDL Italia - The Android App Clinic - Cards UI,2013-10-28T16:25:33Z,1677,11,0
"GDL Weekly with Louis Gray for October 28th, 2013",2013-10-28T16:09:36Z,1264,6,1
Google Apps Unscripted - October 2013,2013-10-28T15:01:36Z,8903,118,0
Gran motivación en el resumen del Día 2 Developer Bus Buenos Aires 2013 (spanish),2013-10-25T14:57:34Z,655,8,0
Platform as a Service: App.net,2013-10-25T00:02:51Z,5883,37,2
El Developer Bus llega a Mexico (spanish),2013-10-24T23:40:00Z,3901,49,0
Root Access: The Intersection of Skill and Luck,2013-10-24T16:16:47Z,2437,34,4
GZIP is not enough!,2013-10-23T21:48:50Z,105842,980,70
